"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1980-064","1980-064-01","1980-064-01-01","1980-064-01-01-01",3/24/1981,7,"450 U.S. 662","101 S. Ct. 1309","67 L. Ed. 2d 580","1981 U.S. LEXIS 17",1980,1506,"Burger","79-1320","KASSEL, DIRECTOR OF TRANSPORTATION, et al. v. CONSOLIDATED FREIGHTWAYS CORPORATION OF DELAWARE",11/4/1980,,28,19,245,,2,,,0,71,,28,,0,1,2,2,3,2,0,0,0,0,80110,8,2,0,2,,1,111,,101,92,1,6,3
"1980-065","1980-065-01","1980-065-01-01","1980-065-01-01-01",4/6/1981,1,"450 U.S. 707","101 S. Ct. 1425","67 L. Ed. 2d 624","1981 U.S. LEXIS 11",1980,1506,"Burger","79-952","THOMAS v. REVIEW BOARD OF THE INDIANA EMPLOYMENT SECURITY DIVISION et al.",10/7/1980,,248,,4,18,1,117,18,0,301,18,300,18,1,11,8,1,3,3,0,1,0,0,30160,3,2,0,2,,2,202,"NA",99,99,1,8,1
"1980-066","1980-066-01","1980-066-01-01","1980-066-01-01-01",4/6/1981,1,"450 U.S. 728","101 S. Ct. 1437","67 L. Ed. 2d 641","1981 U.S. LEXIS 18",1980,1506,"Burger","79-2006","BARRENTINE et al. v. ARKANSAS-BEST FREIGHT SYSTEM, INC., et al.",1/13/1981,,145,,245,,1,,,0,46,,28,,1,12,2,1,1,3,0,1,0,0,70010,7,2,0,4,,3,334,,92,92,1,7,2
"1980-067","1980-067-01","1980-067-01-01","1980-067-01-01-01",4/6/1981,1,"450 U.S. 754","101 S. Ct. 1451","67 L. Ed. 2d 662","1981 U.S. LEXIS 2",1980,1506,"Burger","78-1945","UNIVERSITIES RESEARCH ASSN., INC. v. COUTU",11/10/1980,,176,,145,,1,,,0,66,,27,,0,10,4,2,1,4,0,1,0,0,90290,9,1,0,4,,6,600,"40 U.S.C. § 276",100,99,1,9,0
"1980-068","1980-068-01","1980-068-01-01","1980-068-01-01-01",4/6/1981,2,"450 U.S. 785","101 S. Ct. 1468","67 L. Ed. 2d 685","1981 U.S. LEXIS 85",1980,1506,"Burger","80-1162","SCHWEIKER, SECRETARY OF HEALTH AND HUMAN SERVICES v. HANSEN",,,363,,188,,1,106,,0,124,,22,,1,12,2,2,1,3,0,1,0,0,20190,2,1,0,7,,5,507,,,99,1,7,2
"1980-069","1980-069-01","1980-069-01-01","1980-069-01-01-01",4/20/1981,1,"451 U.S. 1","101 S. Ct. 1531","67 L. Ed. 2d 694","1981 U.S. LEXIS 12",1980,1506,"Burger","79-1404","PENNHURST STATE SCHOOL AND HOSPITAL et al. v. HALDERMAN et al.",12/8/1980,,167,,229,,1,,,0,109,,23,,1,11,2,2,1,4,0,1,0,0,20210,2,1,0,4,,6,600,"42 U.S.C. § 6010",102,99,1,6,3
"1980-070","1980-070-01","1980-070-01-01","1980-070-01-01-01",4/20/1981,1,"451 U.S. 56","101 S. Ct. 1559","67 L. Ed. 2d 732","1981 U.S. LEXIS 86",1980,1506,"Burger","80-169","UNITED PARCEL SERVICE, INC. v. MITCHELL et al.",2/24/1981,,151,,145,,1,,,0,94,,22,,0,2,3,2,1,3,0,1,0,0,70010,7,1,0,4,,3,350,,102,99,1,9,0
"1980-071","1980-071-01","1980-071-01-01","1980-071-01-01-01",4/20/1981,1,"451 U.S. 77","101 S. Ct. 1571","67 L. Ed. 2d 750","1981 U.S. LEXIS 19",1980,1506,"Burger","79-1056","NORTHWEST AIRLINES, INC. v. TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO, et al.",12/2/1980,,104,,249,,1,,,0,55,,32,,0,10,2,2,1,6,1,0,0,0,20060,2,2,0,4,,3,384,,103,99,1,8,0
"1980-072","1980-072-01","1980-072-01-01","1980-072-01-01-01",4/20/1981,1,"451 U.S. 100","101 S. Ct. 1584","67 L. Ed. 2d 769","1981 U.S. LEXIS 87",1980,1506,"Burger","79-1176","CITY OF MEMPHIS et al. v. GREENE et al.",12/3/1980,,3,50,222,,1,,,0,118,,26,,0,12,4,2,1,3,0,1,0,0,20040,2,1,0,2,,2,226,,103,99,1,6,3
"1980-073","1980-073-01","1980-073-01-01","1980-073-01-01-01",4/21/1981,1,"451 U.S. 156","101 S. Ct. 1614","68 L. Ed. 2d 1","1981 U.S. LEXIS 20",1980,1506,"Burger","79-512","SCINDIA STEAM NAVIGATION CO., LTD. v. DE LOS SANTOS et al.",12/1/1980,,116,,145,,1,,,0,129,,29,,0,2,3,2,1,2,1,0,0,0,80070,8,2,0,4,,3,349,,95,92,1,8,0
"1980-074","1980-074-01","1980-074-01-01","1980-074-01-01-01",4/21/1981,7,"451 U.S. 182","101 S. Ct. 1629","68 L. Ed. 2d 22","1981 U.S. LEXIS 88",1980,1506,"Burger","79-6624","ROSALES-LOPEZ v. UNITED STATES",1/12/1981,,222,,27,,1,,,0,51,,29,,0,2,2,1,1,2,0,0,0,0,10230,1,1,0,3,,,,,95,99,1,6,3
"1980-075","1980-075-01","1980-075-01-01","1980-075-01-01-01",4/21/1981,1,"451 U.S. 204","101 S. Ct. 1642","68 L. Ed. 2d 38","1981 U.S. LEXIS 89",1980,1506,"Burger","79-6777","STEAGALD v. UNITED STATES",1/14/1981,,100,,27,,1,,,0,60,,25,,1,3,2,1,1,4,0,1,0,0,10050,1,2,0,1,,2,205,,98,99,1,7,2
"1980-076","1980-076-01","1980-076-01-01","1980-076-01-01-01",4/21/1981,1,"451 U.S. 232","101 S. Ct. 1657","68 L. Ed. 2d 58","1981 U.S. LEXIS 90",1980,1506,"Burger","79-621","ARIZONA v. MANYPENNY",11/10/1980,,28,4,100,,1,,,0,45,,29,,1,10,9,2,1,4,0,1,0,0,90020,9,1,0,4,,6,600,"28 U.S.C. § 1291",100,99,1,7,2
"1980-077","1980-077-01","1980-077-01-01","1980-077-01-01-01",4/21/1981,1,"451 U.S. 259","101 S. Ct. 1673","68 L. Ed. 2d 80","1981 U.S. LEXIS 3",1980,1506,"Burger","79-1890","WATT, SECRETARY OF THE INTERIOR, et al. v. ALASKA",1/13/1981,,326,,28,2,1,26,,0,44,,29,,0,12,2,1,1,2,0,0,0,0,100130,10,1,0,4,,6,600,"30 U.S.C. § 191",101,92,1,6,3
"1980-078","1980-078-01","1980-078-01-01","1980-078-01-01-01",4/28/1981,1,"451 U.S. 287","101 S. Ct. 1775","68 L. Ed. 2d 101","1981 U.S. LEXIS 21",1980,1506,"Burger","79-1252","CALIFORNIA et al. v. SIERRA CLUB et al.",1/21/1981,,28,6,150,,1,,,0,50,,29,,0,12,2,2,1,4,0,1,0,0,90290,9,1,0,4,,6,600,"33 U.S.C. § 403",95,99,1,9,0
"1980-079","1980-079-01","1980-079-01-01","1980-079-01-01-01",4/28/1981,1,"451 U.S. 304","101 S. Ct. 1784","68 L. Ed. 2d 114","1981 U.S. LEXIS 22",1980,1506,"Burger","79-408","CITY OF MILWAUKEE et al. v. ILLINOIS et al.",12/2/1980,,3,58,28,17,1,117,58,0,66,,27,,0,12,6,2,1,5,0,1,0,0,80130,8,1,0,7,,,,,102,99,1,6,3
"1980-080","1980-080-01","1980-080-01-01","1980-080-01-01-01",4/29/1981,1,"451 U.S. 355","101 S. Ct. 1811","68 L. Ed. 2d 150","1981 U.S. LEXIS 23",1980,1506,"Burger","79-1740","BALL et al. v. JAMES et al.",2/23/1981,,28,4,251,,2,,,0,45,,29,,1,1,3,2,1,4,0,1,0,0,20090,2,1,0,2,,2,231,,94,99,1,5,4
"1980-081","1980-081-01","1980-081-01-01","1980-081-01-01-01",4/29/1981,1,"451 U.S. 390","101 S. Ct. 1830","68 L. Ed. 2d 175","1981 U.S. LEXIS 91",1980,1506,"Burger","80-317","UNIVERSITY OF TEXAS et al. v. CAMENISCH",3/31/1981,,26,51,164,,1,117,51,0,122,,25,,0,12,2,2,1,5,0,1,0,0,90130,9,1,0,1,,1,139,,94,99,1,9,0
"1980-082","1980-082-01","1980-082-01-01","1980-082-01-01-01",4/29/1981,5,"451 U.S. 400","101 S. Ct. 2037","68 L. Ed. 2d 184","1981 U.S. LEXIS 92",1980,1506,"Burger","80-264","STAATS, COMPTROLLER GENERAL OF THE UNITED STATES, et al. v. BRISTOL LABORATORIES DIVISION OF BRISTOL-MYERS CO.",3/24/1981,,360,,143,,1,,,0,96,,22,,0,12,,3,1,2,0,0,0,0,,,3,0,3,,,,,,,1,4,4
"1980-083","1980-083-01","1980-083-01-01","1980-083-01-01-01",5/4/1981,1,"451 U.S. 401","101 S. Ct. 1836","68 L. Ed. 2d 248","1981 U.S. LEXIS 93",1980,1506,"Burger","79-1777","COMPLETE AUTO TRANSIT, INC., et al. v. REIS et al.",2/24/1981,,245,,145,,1,,,0,81,,26,,0,10,2,2,1,2,0,0,0,0,70160,7,2,0,4,,3,350,,92,92,1,7,2
"1980-084","1980-084-01","1980-084-01-01","1980-084-01-01-01",5/4/1981,1,"451 U.S. 430","101 S. Ct. 1852","68 L. Ed. 2d 270","1981 U.S. LEXIS 94",1980,1506,"Burger","79-6740","BULLINGTON v. MISSOURI",1/14/1981,,126,,28,30,1,,,0,302,30,300,30,1,10,2,1,1,4,0,1,0,0,10170,1,2,0,2,,2,206,,100,92,1,5,4
"1980-085","1980-085-01","1980-085-01-01","1980-085-01-01-01",5/18/1981,1,"451 U.S. 454","101 S. Ct. 1866","68 L. Ed. 2d 359","1981 U.S. LEXIS 95",1980,1506,"Burger","79-1127","ESTELLE, CORRECTIONS DIRECTOR v. SMITH",10/8/1980,,28,51,126,,1,,,0,120,,25,,0,11,2,2,1,2,0,0,0,0,10090,1,2,0,2,,2,210,,99,99,1,9,0
"1980-086","1980-086-01","1980-086-01-01","1980-086-01-01-01",5/18/1981,1,"451 U.S. 477","101 S. Ct. 1880","68 L. Ed. 2d 378","1981 U.S. LEXIS 96",1980,1506,"Burger","79-5269","EDWARDS v. ARIZONA",11/5/1980,,100,,28,4,1,,,0,302,4,300,4,0,11,2,1,1,3,0,1,0,0,10100,1,2,0,2,,2,209,,95,99,1,9,0
"1980-087","1980-087-01","1980-087-01-01","1980-087-01-01-01",5/18/1981,1,"451 U.S. 493","101 S. Ct. 1889","68 L. Ed. 2d 392","1981 U.S. LEXIS 97",1980,1506,"Burger","79-6853","WEBB v. WEBB",3/23/1981,,188,,153,,1,,,0,302,13,300,13,0,12,2,1,1,9,0,0,0,0,90200,9,1,0,3,,,,,95,99,1,8,1
"1980-088","1980-088-01","1980-088-01-01","1980-088-01-01-01",5/18/1981,1,"451 U.S. 504","101 S. Ct. 1895","68 L. Ed. 2d 402","1981 U.S. LEXIS 98",1980,1506,"Burger","79-1943","ALESSI et al. v. RAYBESTOS-MANHATTAN, INC., et al.",3/4/1981,,230,,151,,1,108,,0,92,,23,,0,12,3,1,1,2,0,0,0,0,80090,8,1,0,4,,3,323,,98,99,1,8,0
"1980-089","1980-089-01","1980-089-01-01","1980-089-01-01-01",5/18/1981,1,"451 U.S. 527","101 S. Ct. 1908","68 L. Ed. 2d 420","1981 U.S. LEXIS 99",1980,1506,"Burger","79-1734","PARRATT et al. v. TAYLOR",3/2/1981,,19,32,215,,1,,,0,89,,28,,0,12,2,2,1,3,0,1,0,0,20400,2,1,0,4,,3,314,,102,99,1,8,1
"1980-090","1980-090-01","1980-090-01-01","1980-090-01-01-01",5/18/1981,1,"451 U.S. 557","101 S. Ct. 1923","68 L. Ed. 2d 442","1981 U.S. LEXIS 49",1980,1506,"Burger","79-1944","J. TRUETT PAYNE CO., INC. v. CHRYSLER MOTORS CORP.",1/21/1981,,125,,189,,1,,,0,42,,25,,0,2,3,2,1,5,0,1,0,0,80010,8,1,0,4,,3,364,,102,99,1,9,0
"1980-091","1980-091-01","1980-091-01-01","1980-091-01-01-01",5/18/1981,1,"451 U.S. 571","101 S. Ct. 1931","68 L. Ed. 2d 454","1981 U.S. LEXIS 24",1980,1506,"Burger","79-1515","UNITED STATES v. SWANK et al.",12/9/1980,,27,,195,,1,,,0,3,,3,,0,12,,1,1,2,0,0,0,0,120010,12,1,0,4,,3,345,,103,99,1,7,2
"1980-092","1980-092-01","1980-092-01-01","1980-092-01-01-01",5/18/1981,1,"451 U.S. 596","101 S. Ct. 1945","68 L. Ed. 2d 472","1981 U.S. LEXIS 25",1980,1506,"Burger","79-1977","RODRIGUEZ v. COMPASS SHIPPING CO., LTD., et al.",1/12/1981,,145,,116,,1,,,0,96,,22,,0,2,2,1,1,2,0,0,0,0,80050,8,1,0,4,,3,349,,103,99,1,9,0
"1980-093","1980-093-01","1980-093-01-01","1980-093-01-01-01",5/18/1981,6,"451 U.S. 619","101 S. Ct. 1958","68 L. Ed. 2d 489","1981 U.S. LEXIS 100",1980,1506,"Burger","80-420","FLYNT et al. v. OHIO",3/24/1981,,100,,28,41,1,,,0,302,41,300,41,0,12,3,1,1,9,0,0,0,0,30190,3,1,0,4,,6,600,"28 U.S.C. § 1257",,99,1,5,4
"1980-094","1980-094-01","1980-094-01-01","1980-094-01-01-01",5/18/1981,6,"451 U.S. 625","101 S. Ct. 1961","68 L. Ed. 2d 495","1981 U.S. LEXIS 101",1980,1506,"Burger","80-5303","BELTRAN v. MYERS, DIRECTOR, CALIFORNIA STATE DEPARTMENT OF HEALTH, et al.",3/24/1981,,180,,28,6,1,117,6,0,48,,29,,0,12,2,1,1,5,0,1,0,0,20190,2,2,0,4,,3,308,,,99,1,9,0
"1980-095","1980-095-01","1980-095-01-01","1980-095-01-01-01",5/26/1981,1,"451 U.S. 630","101 S. Ct. 2061","68 L. Ed. 2d 500","1981 U.S. LEXIS 26",1980,1506,"Burger","79-1144","TEXAS INDUSTRIES, INC. v. RADCLIFF MATERIALS, INC., et al.",3/3/1981,,233,,123,,1,,,0,75,,25,,0,2,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,99,99,1,9,0
"1980-096","1980-096-01","1980-096-01-01","1980-096-01-01-01",5/26/1981,1,"451 U.S. 648","101 S. Ct. 2070","68 L. Ed. 2d 514","1981 U.S. LEXIS 102",1980,1506,"Burger","79-1423","WESTERN & SOUTHERN LIFE INSURANCE CO. v. STATE BOARD OF EQUALIZATION OF CALIFORNIA",1/12/1981,,171,,4,6,2,117,6,0,302,6,301,6,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,,1,111,,92,99,1,7,2
"1980-097","1980-097-01","1980-097-01-01","1980-097-01-01-01",5/26/1981,1,"451 U.S. 679","101 S. Ct. 2088","68 L. Ed. 2d 538","1981 U.S. LEXIS 103",1980,1506,"Burger","80-5049","CLAYTON v. INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE, & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, et al.",3/4/1981,,247,,249,,1,,,0,48,,29,,0,2,2,1,1,6,0,1,0,0,70010,7,2,0,4,,3,350,,92,92,1,5,4
"1980-098","1980-098-01","1980-098-01-01","1980-098-01-01-01",5/26/1981,1,"451 U.S. 704","101 S. Ct. 2102","68 L. Ed. 2d 558","1981 U.S. LEXIS 104",1980,1506,"Burger","80-348","H. A. ARTISTS & ASSOCIATES, INC., et al. v. ACTORS' EQUITY ASSN. et al.",3/23/1981,,102,,249,,1,,,0,96,,22,,0,11,2,1,1,7,0,1,0,0,70020,7,2,0,4,,3,357,,94,94,1,6,3
"1980-099","1980-099-01","1980-099-01-01","1980-099-01-01-01",5/26/1981,1,"451 U.S. 725","101 S. Ct. 2114","68 L. Ed. 2d 576","1981 U.S. LEXIS 27",1980,1506,"Burger","83 ORIG","MARYLAND et al. v. LOUISIANA",1/19/1981,,28,25,28,22,9,,,0,,,,,0,1,,,3,,0,1,0,0,80100,8,1,0,2,,1,111,,95,99,1,7,1
"1980-100","1980-100-01","1980-100-01-01","1980-100-01-01-01",5/26/1981,1,"451 U.S. 772","101 S. Ct. 2142","68 L. Ed. 2d 612","1981 U.S. LEXIS 105",1980,1506,"Burger","80-120","ST. MARTIN EVANGELICAL LUTHERAN CHURCH et al. v. SOUTH DAKOTA",3/3/1981,,130,,28,49,1,117,49,0,302,49,300,49,1,5,3,2,1,4,0,1,0,0,120010,12,1,0,4,,6,600,"26 U.S.C. § 3309",100,99,1,9,0
"1980-101","1980-101-01","1980-101-01-01","1980-101-01-01-01",6/1/1981,1,"452 U.S. 1","101 S. Ct. 2202","68 L. Ed. 2d 627","1981 U.S. LEXIS 106",1980,1506,"Burger","79-6779","LITTLE v. STREATER",1/13/1981,,153,,188,,2,117,8,0,302,8,301,8,0,1,2,1,3,4,0,1,0,0,20350,2,2,0,2,,2,230,,99,99,1,9,0
"1980-102","1980-102-01","1980-102-01-01","1980-102-01-01-01",6/1/1981,1,"452 U.S. 18","101 S. Ct. 2153","68 L. Ed. 2d 640","1981 U.S. LEXIS 107",1980,1506,"Burger","79-6423","LASSITER v. DEPARTMENT OF SOCIAL SERVICES OF DURHAM COUNTY, NORTH CAROLINA",2/23/1981,,202,,5,38,1,117,38,0,302,38,300,38,0,11,2,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,94,99,1,5,4
"1980-103","1980-103-01","1980-103-01-01","1980-103-01-01-01",6/1/1981,1,"452 U.S. 61","101 S. Ct. 2176","68 L. Ed. 2d 671","1981 U.S. LEXIS 108",1980,1506,"Burger","79-1640","SCHAD et al. v. BOROUGH OF MOUNT EPHRAIM",2/25/1981,,117,,3,35,2,,,0,302,35,301,35,0,1,2,1,4,4,0,1,0,0,30190,3,2,0,2,,2,200,,95,92,1,7,2
"1980-104","1980-104-01","1980-104-01-01","1980-104-01-01-01",6/1/1981,1,"452 U.S. 89","101 S. Ct. 2193","68 L. Ed. 2d 693","1981 U.S. LEXIS 28",1980,1506,"Burger","80-441","GULF OIL CO. et al. v. BERNARD et al.",3/30/1981,,198,,182,,1,32,,0,119,,25,,1,11,3,2,1,2,0,0,0,0,90110,9,2,0,4,,4,400,,101,99,1,9,0
"1980-105","1980-105-01","1980-105-01-01","1980-105-01-01-01",6/1/1981,1,"452 U.S. 105","101 S. Ct. 2211","68 L. Ed. 2d 706","1981 U.S. LEXIS 109",1980,1506,"Burger","79-1213","MINNICK et al. v. CALIFORNIA DEPARTMENT OF CORRECTIONS et al.",12/2/1980,,8,6,7,6,1,117,6,0,302,6,301,6,0,12,3,2,1,9,0,0,0,0,20070,2,2,0,3,,,,,103,99,1,8,1
"1980-106","1980-106-01","1980-106-01-01","1980-106-01-01-01",6/1/1981,1,"452 U.S. 130","101 S. Ct. 2224","68 L. Ed. 2d 724","1981 U.S. LEXIS 110",1980,1506,"Burger","80-180","MCDANIEL et al. v. SANCHEZ et al.",3/2/1981,,5,51,251,,1,,,0,121,,25,,0,10,8,2,1,2,0,0,0,0,20020,2,2,0,4,,3,378,,103,99,1,7,2
"1980-107","1980-107-01","1980-107-01-01","1980-107-01-01-01",6/1/1981,2,"452 U.S. 155","101 S. Ct. 2239","68 L. Ed. 2d 744","1981 U.S. LEXIS 29",1980,1506,"Burger","80-1205","FORD MOTOR CREDIT CO. v. CENANCE et al.",,,135,,123,,1,,,0,75,,25,,0,12,2,2,1,6,0,1,0,0,80170,8,1,0,4,,3,373,,,99,1,8,0
"1980-108","1980-108-01","1980-108-01-01","1980-108-01-01-01",6/8/1981,1,"452 U.S. 161","101 S. Ct. 2242","68 L. Ed. 2d 751","1981 U.S. LEXIS 4",1980,1506,"Burger","80-429","COUNTY OF WASHINGTON, OREGON, et al. v. GUNTHER et al.",3/23/1981,,5,43,9,43,1,,,0,108,,29,,0,12,3,2,1,2,0,0,0,0,20140,2,2,0,4,,3,384,,92,92,1,5,4
"1980-109","1980-109-01","1980-109-01-01","1980-109-01-01-01",6/8/1981,1,"452 U.S. 205","101 S. Ct. 2266","68 L. Ed. 2d 783","1981 U.S. LEXIS 30",1980,1506,"Burger","80-84","ANDERSON BROS. FORD et al. v. VALENCIA et al.",3/23/1981,,125,,123,,1,,,0,66,,27,,0,11,2,2,1,4,0,1,0,0,80170,8,1,0,4,,3,373,,95,95,1,5,4
"1980-110","1980-110-01","1980-110-01-01","1980-110-01-01-01",6/8/1981,1,"452 U.S. 233","101 S. Ct. 2281","68 L. Ed. 2d 803","1981 U.S. LEXIS 111",1980,1506,"Burger","80-202","AMERICAN EXPRESS CO. v. KOERNER",4/20/1981,,135,,138,,1,,,0,75,,25,,0,10,3,2,1,3,0,1,0,0,80170,8,1,0,4,,3,373,,100,99,1,9,0
"1980-111","1980-111-01","1980-111-01-01","1980-111-01-01-01",6/8/1981,1,"452 U.S. 247","101 S. Ct. 2288","68 L. Ed. 2d 814","1981 U.S. LEXIS 112",1980,1506,"Burger","80-780","ROWAN COS., INC. v. UNITED STATES",4/21/1981,,151,,27,,1,69,,0,121,,25,,0,2,2,2,1,3,0,1,0,0,120010,12,1,0,5,4,3,345,,101,99,1,6,3
"1980-112","1980-112-01","1980-112-01-01","1980-112-01-01-01",6/15/1981,1,"452 U.S. 264","101 S. Ct. 2352","69 L. Ed. 2d 1","1981 U.S. LEXIS 33",1980,1506,"Burger","79-1538","HODEL, ACTING SECRETARY OF THE INTERIOR v. VIRGINIA SURFACE MINING & RECLAMATION ASSOCIATION, INC., et al.",2/23/1981,,326,,132,,2,,,0,127,,127,,0,1,,1,1,7,0,1,0,0,80130,8,2,0,1,,6,600,"30 U.S.C. § 1201",98,99,1,9,0
"1980-113","1980-113-01","1980-113-01-01","1980-113-01-01-01",6/15/1981,1,"452 U.S. 314","101 S. Ct. 2376","69 L. Ed. 2d 40","1981 U.S. LEXIS 34",1980,1506,"Burger","80-231","HODEL, ACTING SECRETARY OF THE INTERIOR, et al. v. INDIANA et al.",2/23/1981,,326,,28,18,2,,,0,69,,69,,0,1,,1,1,4,0,1,0,0,80130,8,2,0,1,,6,600,"30 U.S.C. § 1201",98,99,1,9,0
"1980-114","1980-114-01","1980-114-01-01","1980-114-01-01-01",6/15/1981,1,"452 U.S. 337","101 S. Ct. 2392","69 L. Ed. 2d 59","1981 U.S. LEXIS 121",1980,1506,"Burger","80-332","RHODES, GOVERNOR OF OHIO, et al. v. CHAPMAN et al.",3/2/1981,,28,41,215,,1,,,0,104,,26,,0,10,2,2,1,3,0,1,0,0,10140,1,1,0,2,,2,221,,101,99,1,8,1
"1980-115","1980-115-01","1980-115-01-01","1980-115-01-01-01",6/15/1981,1,"452 U.S. 378","101 S. Ct. 2415","69 L. Ed. 2d 89","1981 U.S. LEXIS 122",1980,1506,"Burger","80-802","NATIONAL GERIMEDICAL HOSPITAL AND GERONTOLOGY CENTER v. BLUE CROSS OF KANSAS CITY et al.",4/29/1981,,167,,171,,1,,,0,87,,28,,0,10,2,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,101,99,1,9,0
"1980-116","1980-116-01","1980-116-01-01","1980-116-01-01-01",6/15/1981,1,"452 U.S. 394","101 S. Ct. 2424","69 L. Ed. 2d 103","1981 U.S. LEXIS 123",1980,1506,"Burger","79-1517","FEDERATED DEPARTMENT STORES, INC., et al. v. MOITIE et al.",3/30/1981,,238,,123,,1,,,0,50,,29,,0,11,3,2,1,4,0,1,0,0,90460,9,2,1,7,,5,506,,102,99,1,8,1
"1980-117","1980-117-01","1980-117-01-01","1980-117-01-01-01",6/15/1981,1,"452 U.S. 412","101 S. Ct. 2434","69 L. Ed. 2d 118","1981 U.S. LEXIS 124",1980,1506,"Burger","80-850","JONES, WARDEN, STONE MOUNTAIN CORRECTIONAL INSTITUTION v. HELMS",4/28/1981,,28,13,202,,2,,,0,59,,25,,0,1,3,2,1,3,0,1,0,0,20410,2,1,0,2,,1,144,,103,99,1,9,0
"1980-118","1980-118-01","1980-118-01-01","1980-118-01-01-01",6/15/1981,4,"452 U.S. 429","101 S. Ct. 3074","69 L. Ed. 2d 132","1975 U.S. LEXIS 148",1980,1506,"Burger","35 ORIG","UNITED STATES v. MAINE et al. (MASSACHUSETTS BOUNDARY CASE)",,,27,,28,23,9,,,0,,,,,0,1,,,1,,0,1,0,0,100010,10,2,0,3,,,,,,99,1,8,0
"1980-119","1980-119-01","1980-119-01-01","1980-119-01-01-01",6/15/1981,4,"452 U.S. 431","101 S. Ct. 2445","69 L. Ed. 2d 134","1979 U.S. LEXIS 1",1980,1506,"Burger","78 ORIG","CALIFORNIA v. ARIZONA et al.",,,28,6,28,4,9,,,0,,,,,0,1,,,1,,0,1,0,0,110010,11,3,0,3,,,,,,99,1,9,0
"1980-120","1980-120-01","1980-120-01-01","1980-120-01-01-01",6/15/1981,4,"452 U.S. 456","101 S. Ct. 3075","69 L. Ed. 2d 156","1981 U.S. LEXIS 35",1980,1506,"Burger","83 ORIG","MARYLAND et al. v. LOUISIANA",,,28,25,28,22,9,,,0,,,,,0,1,,,1,,0,1,0,0,110020,11,3,0,3,,,,,,99,1,8,0
"1980-121","1980-121-01","1980-121-01-01","1980-121-01-01-01",6/17/1981,1,"452 U.S. 458","101 S. Ct. 2460","69 L. Ed. 2d 158","1981 U.S. LEXIS 113",1980,1506,"Burger","79-1997","CONNECTICUT BOARD OF PARDONS et al. v. DUMSCHAT et al.",2/24/1981,,4,8,215,,1,117,8,0,53,,22,,0,12,2,2,1,3,0,1,0,0,40040,4,1,0,2,,2,230,,99,99,1,7,2
"1980-122","1980-122-01","1980-122-01-01","1980-122-01-01-01",6/17/1981,1,"452 U.S. 473","101 S. Ct. 2468","69 L. Ed. 2d 171","1981 U.S. LEXIS 31",1980,1506,"Burger","80-5392","HOWE v. SMITH, ATTORNEY GENERAL, et al.",4/28/1981,,215,,1,,1,117,53,0,124,,22,,0,2,2,1,1,2,0,0,0,0,40040,4,1,0,4,,6,600,"18 U.S.C. § 5003",99,99,1,9,0
"1980-123","1980-123-01","1980-123-01-01","1980-123-01-01-01",6/17/1981,1,"452 U.S. 490","101 S. Ct. 2478","69 L. Ed. 2d 185","1981 U.S. LEXIS 5",1980,1506,"Burger","79-1429","AMERICAN TEXTILE MANUFACTURERS INSTITUTE, INC., et al. v. DONOVAN, SECRETARY OF LABOR, et al.",1/21/1981,,151,,371,,1,71,,0,32,,32,,0,10,2,1,1,7,0,1,0,0,70050,7,2,0,5,4,3,358,,92,92,1,5,3
"1980-124","1980-124-01","1980-124-01-01","1980-124-01-01-01",6/17/1981,1,"452 U.S. 549","101 S. Ct. 2510","69 L. Ed. 2d 226","1981 U.S. LEXIS 114",1980,1506,"Burger","80-298","MONROE v. STANDARD OIL CO.",3/4/1981,,186,,151,,1,,,0,103,,26,,0,4,3,1,1,2,0,0,0,0,20250,2,1,0,4,,6,600,"38 U.S.C. § 2021",94,94,1,5,4
"1980-125","1980-125-01","1980-125-01-01","1980-125-01-01-01",6/17/1981,1,"452 U.S. 576","101 S. Ct. 2524","69 L. Ed. 2d 246","1981 U.S. LEXIS 32",1980,1506,"Burger","80-808","UNITED STATES v. TURKETTE",4/27/1981,,27,,100,,1,,,0,80,,21,,0,2,3,2,1,3,0,1,0,0,10510,1,1,0,4,,3,362,,95,99,1,8,1
